title,startYear,runtimeMinutes,genres,averageRating,numVotes,region,language,tconst,decade
Quand les arbres étaient grands,1962,95,"Drama,Romance",7.7,762.0,FR,fr,tt0055051,1960
L'automne de la famille Kohayagawa,1961,103,Drama,7.7,4352.0,FR,fr,tt0055052,1960
E-Flat,1961,134,"Drama,Musical",7.2,289.0,GB,en,tt0055055,1960
La main dans le piège,1961,91,Drama,7.1,248.0,FR,fr,tt0055138,1960
Joan of the Angels?,1961,110,"Drama,Horror,Mystery",7.5,4169.0,US,en,tt0055153,1960
Un pyjama pour deux,1961,107,"Comedy,Drama,Romance",7.1,8520.0,FR,fr,tt0055100,1960
Don Camillo... Monseigneur!,1961,109,Comedy,7.0,1867.0,CA,en,tt0054814,1960
Westward Desperado,1960,107,"Drama,War",7.0,98.0,US,en,tt0054812,1960
The Ballet of Othello,1960,95,"Drama,Musical,Romance",7.1,23.0,US,en,tt0054438,1960
Le vigile,1960,104,Comedy,7.2,1525.0,FR,fr,tt0054442,1960
The Village of the Damned,1960,77,"Horror,Sci-Fi",7.3,18672.0,US,en,tt0054443,1960
The Truth,1960,128,Drama,7.6,4240.0,GB,en,tt0054452,1960
Taxi for Tobruk,1961,95,"Drama,War",7.2,2040.0,US,en,tt0054425,1960
Les fanfares de la gloire,1960,107,Drama,7.5,4399.0,FR,fr,tt0054412,1960
La grande pagaille,1960,122,"Comedy,Drama,War",7.7,1407.0,FR,fr,tt0054413,1960
The Long Absence,1961,94,"Drama,Mystery",7.0,949.0,US,en,tt0054426,1960
De la veine à revendre,1960,92,Comedy,7.4,1321.0,FR,fr,tt0054495,1960
Les salauds dorment en paix,1960,151,"Crime,Drama,Thriller",8.0,13608.0,FR,fr,tt0054460,1960
Quand le rire était roi,1960,81,"Comedy,Documentary",7.6,318.0,FR,fr,tt0054468,1960
Mud on the Stars,1960,110,"Drama,History,Romance",7.5,5974.0,US,en,tt0054476,1960
Amants et fils,1960,103,Drama,7.1,1722.0,FR,fr,tt0054326,1960
Spartacus: Rebel Against Rome,1960,197,"Adventure,Biography,Drama",7.9,140426.0,US,en,tt0054331,1960
Naked Youth,1960,96,"Crime,Drama",7.0,2483.0,GB,en,tt0054286,1960
Sentence contre une femme,1960,80,Western,7.0,15.0,CA,en,tt0054288,1960
Le sergent noir,1960,111,"Crime,Drama,Western",7.4,5168.0,FR,fr,tt0054292,1960
Stephanie in Rio,1960,89,"Comedy,Romance",7.1,32.0,US,en,tt0054341,1960
H. G. Wells' The Time Machine,1960,103,"Adventure,Romance,Sci-Fi",7.5,43721.0,GB,en,tt0054387,1960
Shoot the Piano Player,1960,81,"Crime,Drama,Thriller",7.4,20234.0,CA,en,tt0054389,1960
Liaisons secrètes,1960,117,"Drama,Romance",7.1,2539.0,FR,fr,tt0054345,1960
Les horizons sans frontières,1960,133,Drama,7.1,4666.0,FR,fr,tt0054353,1960
Les Robinsons des mers du sud,1960,126,"Adventure,Family",7.1,17627.0,FR,fr,tt0054357,1960
The Counterfeiters,1961,98,"Comedy,Crime",7.0,1374.0,GB,en,tt0054734,1960
The Loudest Whisper,1961,108,"Drama,Romance",7.8,17843.0,GB,en,tt0054743,1960
Cinderella,1961,84,Musical,7.3,72.0,US,en,tt0054748,1960
Two Women,1960,101,"Drama,War",7.7,12107.0,US,en,tt0054749,1960
The Gold Inside,1961,89,"Crime,Drama,Mystery",7.5,2572.0,GB,en,tt0054731,1960
Rires et frissons de papas,1961,93,"Adventure,Comedy,Documentary",7.1,205.0,FR,fr,tt0054791,1960
En pleine bagarre,1961,95,"Adventure,Comedy",7.0,18.0,FR,fr,tt0054800,1960
Neuf jours d'une année,1962,111,Drama,7.5,1219.0,FR,fr,tt0054803,1960
The Dangerous Kiss,1960,83,Comedy,7.2,8.0,US,en,tt0054784,1960
Connection,1961,110,Drama,7.0,978.0,FR,fr,tt0054763,1960
The Devil's Trap,1962,85,Drama,7.5,708.0,US,en,tt0054780,1960
Alenka,1962,86,Comedy,7.3,165.0,FR,fr,tt0054619,1960
Last Year in Marienbad,1961,94,"Drama,Mystery",7.7,24188.0,GB,en,tt0054632,1960
L'assassin,1961,97,"Crime,Thriller",7.0,1482.0,FR,fr,tt0054640,1960
Les malfaiteurs,1962,109,"Crime,Drama",7.0,102.0,FR,fr,tt0054643,1960
Jail Break,1961,109,"Comedy,Drama",7.0,503.0,GB,en,tt0054586,1960
Accattone!,1961,117,Drama,7.6,9891.0,US,en,tt0054599,1960
Tout au long de la nuit,1962,91,"Drama,Music",7.0,1445.0,FR,fr,tt0054614,1960
Girl from Hong Kong,1961,106,"Drama,Romance",7.2,24.0,US,en,tt0054684,1960
Baby Boy Frankie,1961,77,"Crime,Drama,Thriller",7.5,4910.0,FR,fr,tt0054687,1960
Diamants sur canapé,1961,115,"Comedy,Drama,Romance",7.6,188209.0,CA,en,tt0054698,1960
Minuit chrétien,1965,68,Comedy,7.7,383.0,CA,en,tt0059873,1960
Life Upside Down,1964,92,Drama,7.3,329.0,US,en,tt0059874,1960
Tapage au palais céleste,1961,114,"Action,Adventure,Animation",8.1,2298.0,FR,fr,tt0059855,1960
Un homme à moitié,1966,93,Drama,7.1,220.0,FR,fr,tt0059850,1960
Of a Thousand Delights,1965,105,"Drama,Mystery",7.2,2149.0,GB,en,tt0059856,1960
Yo Yo,1965,92,"Comedy,Drama,Family",7.5,1630.0,US,en,tt0059934,1960
L'express du colonel Von Ryan,1965,117,"Action,Adventure,War",7.1,14868.0,CA,en,tt0059885,1960
John Frankenheimer's The Train,1964,133,"Action,Thriller,War",7.8,17962.0,GB,en,tt0059825,1960
Call Me Back,1965,98,Drama,7.0,2413.0,US,en,tt0059729,1960
Des filles pour l'armée,1965,119,"Drama,War",7.5,625.0,FR,fr,tt0059732,1960
Les quatre fils de Katie Elder,1965,122,"Drama,Western",7.1,18676.0,FR,fr,tt0059740,1960
L'espion qui venait du froid,1965,112,"Drama,Thriller",7.5,18325.0,FR,fr,tt0059749,1960
Histoire écrite par l'eau,1965,120,Drama,7.3,401.0,FR,fr,tt0059758,1960
Fields of Honor,1965,105,"Drama,War,Western",7.3,9417.0,US,en,tt0059711,1960
La nef des fous,1965,149,"Drama,Romance,War",7.1,6726.0,FR,fr,tt0059712,1960
Visage perdu,1965,85,"Comedy,Crime,Sci-Fi",7.0,50.0,FR,fr,tt0059951,1960
The Girl and the Bugler,1966,79,"Drama,Family",7.4,147.0,US,en,tt0059952,1960
"Le Bon, la brute et le truand",1966,161,"Adventure,Western",8.8,791844.0,FR,fr,tt0060196,1960
Vivre libre,1966,95,"Adventure,Biography,Drama",7.2,6834.0,FR,fr,tt0060182,1960
Blow Up,1966,111,"Drama,Mystery,Thriller",7.5,66066.0,GB,en,tt0060176,1960
Gros coup à Dodge City,1966,95,Western,7.3,4553.0,FR,fr,tt0060165,1960
Le crépuscule des aigles,1966,156,"Action,Drama,Romance",7.1,7417.0,FR,fr,tt0060177,1960
Order of the Daisy,1967,90,Comedy,7.1,267.0,GB,en,tt0060254,1960
Henry and Lorabella,1966,75,Drama,8.4,61.0,US,en,tt0060260,1960
Cul-de-sac,1966,112,"Comedy,Drama,Thriller",7.0,13692.0,GB,en,tt0060268,1960
The Hunt,1966,91,"Drama,Thriller",7.5,2373.0,US,en,tt0060223,1960
La poursuite impitoyable,1966,134,"Crime,Drama,Thriller",7.1,12855.0,FR,fr,tt0060232,1960
Anita G.,1966,88,Drama,7.0,1037.0,FR,fr,tt0060063,1960
Père,1966,88,Drama,7.5,1037.0,FR,fr,tt0060116,1960
Interpol Code 8,1963,94,"Action,Thriller",7.7,19.0,US,en,tt0059363,1960
"Hail, Mafia",1965,90,"Crime,Drama",7.1,144.0,US,en,tt0059329,1960
L'amour derrière les murs,1965,74,Drama,7.1,568.0,FR,fr,tt0059345,1960
The Rabbit Is Me,1965,110,"Drama,Romance",7.1,388.0,US,en,tt0059347,1960
Attack and Retreat,1964,137,"Drama,History,War",7.1,389.0,US,en,tt0059323,1960
Plantation Boy,1965,110,Drama,7.2,92.0,US,en,tt0059443,1960
Le Saint,1965,65,Comedy,7.0,1645.0,FR,fr,tt0059417,1960
Les joyeuses commères de Windsor,1965,97,"Comedy,Music,Romance",7.2,15.0,FR,fr,tt0059414,1960
Le cher disparu,1965,122,Comedy,7.0,3889.0,FR,fr,tt0059410,1960
Les amours d'une blonde,1965,88,"Comedy,Drama,Romance",7.5,9172.0,FR,fr,tt0059415,1960
Len Deighton's The Ipcress File,1965,109,"Drama,Thriller",7.2,17146.0,GB,en,tt0059319,1960
Juliette des esprits,1965,137,"Comedy,Drama,Fantasy",7.5,14424.0,FR,fr,tt0059229,1960
La grande course autour du monde,1965,160,"Action,Adventure,Comedy",7.2,19140.0,FR,fr,tt0059243,1960
Eight Arms to Hold You,1965,92,"Adventure,Comedy,Musical",7.1,20712.0,GB,en,tt0059260,1960
Running Scared,1966,90,"Comedy,Family,Mystery",7.2,7387.0,US,en,tt0059221,1960
La vie d'un tatoué,1965,87,"Action,Crime",7.1,1026.0,FR,fr,tt0059320,1960
Première victoire,1965,165,"Drama,Romance,War",7.3,10079.0,FR,fr,tt0059309,1960
The Snout,1963,105,"Crime,Drama,Thriller",7.0,423.0,GB,en,tt0059312,1960
Matraga,1965,109,Drama,7.7,191.0,US,en,tt0059281,1960
Fallen Angel,1965,108,"Mystery,Thriller",7.2,5567.0,US,en,tt0059448,1960
Les poings dans les poches,1965,110,Drama,7.6,4722.0,FR,fr,tt0059619,1960
La fleur de l'âge,1965,104,Drama,7.2,1075.0,FR,fr,tt0059633,1960
Le prêteur sur gages,1964,116,Drama,7.7,10441.0,FR,fr,tt0059575,1960
Pour quelques dollars de plus,1965,132,"Drama,Western",8.2,267893.0,CA,en,tt0059578,1960
Pierrot le Fou,1965,110,"Crime,Drama,Romance",7.4,36126.0,GB,en,tt0059592,1960
Samouraï,1965,122,"Action,Adventure,Drama",7.4,2445.0,FR,fr,tt0059673,1960
Sanshiro Sugata,1965,159,"Action,Drama",7.4,429.0,FR,fr,tt0059677,1960
Le manuscrit trouvé à Saragosse,1965,182,"Adventure,Comedy,Drama",7.8,5745.0,FR,fr,tt0059643,1960
Répulsion,1965,105,"Drama,Horror,Thriller",7.6,55919.0,FR,fr,tt0059646,1960
A Well for the Thirsty,1965,70,Drama,7.3,405.0,GB,en,tt0059655,1960
Confession à un cadavre,1965,91,"Mystery,Thriller",7.1,6556.0,FR,fr,tt0059496,1960
Chez moi à Copacabana,1965,88,"Adventure,Drama",7.1,223.0,FR,fr,tt0059456,1960
Le moment de paix,1965,92,"Drama,War",7.0,34.0,FR,fr,tt0059458,1960
Morituri,1965,123,"Action,Drama,Thriller",7.0,4299.0,FR,fr,tt0059470,1960
Operation Laughter,1965,95,"Comedy,Crime,Drama",8.5,14309.0,GB,en,tt0059550,1960
Woman of Osore Mountain,1965,98,Drama,7.1,120.0,US,en,tt0059554,1960
Départ sans adieux,1964,80,Drama,7.0,322.0,CA,en,tt0059515,1960
The Thrill Cycle,1967,73,Fantasy,7.0,29.0,US,en,tt0060966,1960
La canonnière du Yang-Tsé,1966,182,"Adventure,Drama,Romance",7.5,15952.0,FR,fr,tt0060934,1960
Daisies,1966,75,Comedy,7.3,14588.0,US,en,tt0060959,1960
Les chiffres,1966,80,Drama,7.2,242.0,FR,fr,tt0061056,1960
Cendres,1965,234,"Drama,History,War",7.1,444.0,FR,fr,tt0060847,1960
Trains étroitement surveillés,1966,92,"Comedy,Drama,Romance",7.6,13490.0,FR,fr,tt0060802,1960
Les professionnels,1966,117,"Action,Adventure,Drama",7.3,18245.0,FR,fr,tt0060862,1960
Un monde fou,1966,102,"Comedy,Drama,War",7.4,4255.0,FR,fr,tt0060908,1960
The Russians Are Coming! The Russians Are Coming!,1966,126,"Comedy,War",7.0,9658.0,GB,en,tt0060921,1960
Captive's Island,1966,87,"Drama,Mystery",7.0,254.0,US,en,tt0060867,1960
"Suzanne Simonin, La religieuse de Diderot",1966,140,Drama,7.5,3144.0,FR,fr,tt0060891,1960
Clouds at Sunset,1967,106,Drama,7.7,36.0,US,en,tt0061341,1960
Filles et garçons,1964,90,Comedy,7.3,13.0,FR,fr,tt0061344,1960
We Still Kill the Old Way,1967,99,"Crime,Drama,Mystery",7.0,1711.0,US,en,tt0061320,1960
Pieds nus dans le parc,1967,106,"Comedy,Romance",7.0,20037.0,CA,en,tt0061385,1960
Belle de Jour,1967,100,"Drama,Romance",7.7,47551.0,GB,en,tt0061395,1960
La mégère apprivoisée,1967,122,"Comedy,Drama,Romance",7.1,8458.0,FR,fr,tt0061407,1960
The Beautiful Carp Spirit,1965,95,"Drama,Fantasy,Musical",7.1,58.0,US,en,tt0061210,1960
Life with Mother Superior,1966,112,"Comedy,Family",7.3,5502.0,US,en,tt0061122,1960
The Hawks and the Sparrows,1966,89,"Comedy,Drama,Fantasy",7.2,5465.0,US,en,tt0061132,1960
Le vagabond de Tokyo,1966,89,"Action,Crime",7.1,9405.0,FR,fr,tt0061101,1960
Bryan Forbes' Production of The Whisperers,1967,106,Drama,7.2,1410.0,GB,en,tt0061180,1960
Qui a peur de Virginia Woolf?,1966,131,Drama,8.0,78555.0,FR,fr,tt0061184,1960
A Man and a Woman,1966,102,"Drama,Romance",7.5,11479.0,CA,en,tt0061138,1960
Grand Prix,1966,176,"Drama,Sport",7.2,10167.0,CA,en,tt0060472,1960
The Big City,1966,80,"Crime,Drama",7.0,153.0,US,en,tt0060473,1960
The War Is Over,1966,121,"Drama,War",7.3,2346.0,US,en,tt0060481,1960
L'obsédé en plein jour,1966,99,"Crime,Drama",7.1,1152.0,FR,fr,tt0060486,1960
William Wyler's How to Steal a Million,1966,123,"Comedy,Crime,Romance",7.5,29199.0,US,en,tt0060522,1960
Here's Your Life,1966,169,Drama,7.3,1205.0,US,en,tt0060529,1960
Éclairage intime,1965,71,"Comedy,Drama,Music",7.2,1628.0,FR,fr,tt0060543,1960
Je la connaissais bien,1965,115,Drama,7.6,3022.0,FR,fr,tt0060545,1960
Lost Sex,1966,97,Drama,7.3,27.0,US,en,tt0060516,1960
Meet Whiplash Willie,1966,125,"Comedy,Romance",7.2,15176.0,GB,en,tt0060424,1960
La fille de la mer morte,1966,115,Drama,7.8,12.0,FR,fr,tt0060423,1960
Jango,1966,91,"Action,Drama,Western",7.2,30071.0,US,en,tt0060315,1960
The Beach House,1968,71,Drama,7.7,31.0,US,en,tt0060294,1960
Second Breath,1966,150,"Crime,Drama",7.9,6470.0,US,en,tt0060305,1960
On My Honor,1966,131,"Drama,Family",7.1,2546.0,US,en,tt0060420,1960
Wedlocked or all in Good Time,1966,115,"Comedy,Drama,Romance",7.3,1831.0,GB,en,tt0060395,1960
"Cette nuit, je m'incarnerai dans ton cadavre",1967,108,Horror,7.0,1991.0,FR,fr,tt0060380,1960
Astoriva As: Klyachimol,1966,99,"Drama,Romance",7.3,626.0,US,en,tt0060549,1960
The African Adventure,1965,96,"Adventure,Drama,Thriller",7.3,5658.0,US,en,tt0060736,1960
Le lac de la femme,1966,102,Drama,7.3,705.0,FR,fr,tt0060787,1960
Black Girl,1966,65,Drama,7.4,5643.0,US,en,tt0060758,1960
Masculin Féminin,1966,110,"Drama,Romance",7.4,16904.0,US,en,tt0060675,1960
Coach to Vienna,1966,78,"Drama,War",7.8,1086.0,GB,en,tt0060597,1960
The Pornographers: Introduction to Anthropology,1966,128,"Comedy,Drama",7.2,2475.0,US,en,tt0060560,1960
Mademoiselle,1966,105,Drama,7.2,1555.0,GB,en,tt0060648,1960
The Persecution and Assassination of Jean-Paul Marat as Performed by the Inmates of the Asylum at Charenton Under the Direction of the Marquis de Sade,1967,119,"Drama,History,Music",7.5,2621.0,GB,en,tt0060668,1960
Band of Outsiders,1964,95,"Comedy,Crime,Drama",7.6,26525.0,US,en,tt0057869,1960
Que le meilleur l'emporte,1964,102,Drama,7.6,3667.0,FR,fr,tt0057883,1960
Zorba le grec,1964,142,"Comedy,Drama",7.6,23683.0,FR,fr,tt0057831,1960
Emily,1964,115,"Comedy,Drama,Romance",7.3,5517.0,US,en,tt0057840,1960
Mystère sur la falaise,1964,106,"Drama,Mystery",7.2,2416.0,FR,fr,tt0057933,1960
Charulata: The Lonely Wife,1964,117,"Drama,Romance",8.1,6989.0,US,en,tt0057935,1960
The Cat in the Bag,1964,74,Drama,7.4,484.0,CA,en,tt0057937,1960
Blood on the Land,1965,130,"Adventure,Drama,Western",7.5,973.0,US,en,tt0057892,1960
Chronique d'un fou,1964,82,"Adventure,Comedy,Fantasy",7.1,518.0,FR,fr,tt0057894,1960
The Little Prince and the Eight-Headed Dragon,1963,86,"Adventure,Animation,Family",7.1,258.0,US,en,tt0057669,1960
Sécheresses,1963,103,Drama,7.5,2824.0,FR,fr,tt0057654,1960
Anatomy of a Marriage,1964,112,Drama,7.2,188.0,US,en,tt0057656,1960
Anatomy of a Marriage,1964,112,Drama,7.3,149.0,US,en,tt0057657,1960
Annonces matrimoniales,1963,110,"Comedy,Romance",7.4,601.0,FR,fr,tt0057664,1960
Romance à Moscou,1964,78,"Comedy,Romance",7.8,3198.0,FR,fr,tt0057694,1960
36 heures avant le débarquement,1964,115,"Thriller,War",7.3,4616.0,FR,fr,tt0057809,1960
The Circus of Dr. Lao,1964,100,"Fantasy,Mystery,Western",7.1,5261.0,US,en,tt0057812,1960
La jeunesse de la bête,1963,92,"Action,Crime,Mystery",7.4,3811.0,FR,fr,tt0057697,1960
Snow of Strange Change,1963,115,Drama,7.4,2756.0,US,en,tt0057710,1960
Early Spring in February,1963,120,Drama,7.2,166.0,US,en,tt0057713,1960
"Zatoichi, the Blind Swordsman",1963,85,"Action,Adventure,Drama",7.2,1920.0,US,en,tt0057714,1960
Ni saints ni saufs,1964,97,"Crime,Drama,Romance",7.0,2547.0,FR,fr,tt0058123,1960
The Golden Cockerel,1964,105,Drama,7.3,262.0,US,en,tt0058125,1960
Point limite,1964,112,"Drama,Thriller",8.0,23593.0,FR,fr,tt0058083,1960
Grand méchant loup appelle,1964,118,"Adventure,Comedy,Romance",7.3,11810.0,FR,fr,tt0058092,1960
The Guest,1963,105,Drama,7.1,936.0,US,en,tt0058164,1960
Gertrud,1964,116,"Drama,Romance",7.3,6648.0,US,en,tt0058138,1960
Take Love Easy,1964,91,"Drama,Romance",7.0,1402.0,GB,en,tt0058142,1960
Goldfinger,1964,110,"Action,Adventure,Thriller",7.7,198357.0,CA,en,tt0058150,1960
La Mort frappe trois fois,1963,116,"Crime,Drama,Thriller",7.3,6174.0,FR,fr,tt0057997,1960
Out of Towners,1964,114,"Comedy,Family",7.2,1767.0,US,en,tt0057999,1960
Diamonds of the Night,1964,67,"Drama,War",7.4,2756.0,US,en,tt0058001,1960
Le désert rouge,1964,117,Drama,7.5,17070.0,FR,fr,tt0058003,1960
God and the Devil in the Land of the Sun,1964,120,"Adventure,Crime,Drama",7.2,5115.0,US,en,tt0058006,1960
Welcome - Entry Forbidden,1964,74,"Comedy,Family",7.9,3299.0,US,en,tt0058022,1960
Evenings on a Farm near Dikanka,1961,68,"Comedy,Fantasy,Romance",7.5,1909.0,US,en,tt0057637,1960
Agatha Christie's Murder at the Gallop,1963,81,"Comedy,Crime,Drama",7.2,6640.0,GB,en,tt0057334,1960
"Muriel, or the Time of Return",1963,117,Drama,7.0,3612.0,US,en,tt0057336,1960
Any Number Can Win,1963,118,"Crime,Drama,Romance",7.3,3940.0,US,en,tt0057344,1960
Le Mépris,1963,103,"Drama,Romance",7.5,35099.0,GB,en,tt0057345,1960
15 from Rome,1963,121,Comedy,7.4,2707.0,US,en,tt0057323,1960
Le grand McLintock,1963,126,"Comedy,Western",7.1,16153.0,FR,fr,tt0057298,1960
Alouette,1964,93,Drama,7.5,333.0,FR,fr,tt0057394,1960
Une histoire de femme,1963,126,Drama,7.7,220.0,FR,fr,tt0057383,1960
Les communiants,1963,81,Drama,8.0,26432.0,FR,fr,tt0057358,1960
Nothing Ever Happens,1963,95,Drama,7.4,221.0,US,en,tt0057370,1960
Cantate,1963,94,Drama,7.2,639.0,FR,fr,tt0057381,1960
Tragedy of the Coolie Samurai,1963,93,Action,7.2,23.0,US,en,tt0057231,1960
13 Assassins,1963,125,"Action,Adventure",7.4,1023.0,US,en,tt0057212,1960
Le quartier du corbeau,1963,101,Drama,7.4,1667.0,FR,fr,tt0057237,1960
"Un monde fou, fou, fou, fou",1963,210,"Action,Adventure,Comedy",7.5,44779.0,FR,fr,tt0057193,1960
L'art d'être aimé,1963,92,Drama,7.4,712.0,FR,fr,tt0057196,1960
Sinbad and the Age of Muses,1963,104,"Action,Adventure,Family",7.3,30093.0,US,en,tt0057197,1960
La grande ville,1963,136,Drama,8.3,4828.0,FR,fr,tt0057277,1960
Piety in the Sky,1963,94,Drama,7.5,12919.0,US,en,tt0057251,1960
Une certaine rencontre,1963,102,"Comedy,Drama,Romance",7.3,5307.0,FR,fr,tt0057263,1960
Alone on the Pacific,1963,104,Adventure,7.0,491.0,US,en,tt0057553,1960
The Ransom,1963,143,"Crime,Drama,Mystery",8.4,50130.0,GB,en,tt0057565,1960
Le prix d'un homme,1963,134,"Drama,Sport",7.5,6984.0,FR,fr,tt0057578,1960
Le lit conjugal,1963,90,"Comedy,Drama",7.0,770.0,FR,fr,tt0057532,1960
Merlin l'enchanteur,1963,79,"Adventure,Animation,Comedy",7.1,103907.0,FR,fr,tt0057546,1960
The Corrupt,1963,115,"Crime,Drama",7.2,554.0,GB,en,tt0057549,1960
Le terminus des prétentieux,1963,105,"Action,Comedy,Crime",7.7,6387.0,FR,fr,tt0057591,1960
Black Sabbath,1963,92,Horror,7.0,13347.0,US,en,tt0057603,1960
La montagne des neuf Spencer,1963,118,"Drama,Family",7.0,3050.0,FR,fr,tt0057523,1960
La fille qui en savait trop,1963,86,"Comedy,Horror,Mystery",7.0,5132.0,FR,fr,tt0057443,1960
La petite gare,1963,70,Comedy,7.1,106.0,FR,fr,tt0057418,1960
New Tale of Zatoichi,1963,91,"Action,Adventure,Drama",7.3,2299.0,US,en,tt0057503,1960
The Blind Bird,1963,65,"Drama,Family",7.8,28.0,US,en,tt0057509,1960
Remous,1964,81,Drama,7.4,674.0,FR,fr,tt0057514,1960
The Long Corridor,1963,101,"Drama,Mystery",7.3,12772.0,US,en,tt0057495,1960
L'incroyable randonnée,1963,80,"Adventure,Drama,Family",7.0,5066.0,FR,fr,tt0057180,1960
Quatre garçons dans le vent,1964,87,"Comedy,Musical",7.5,47160.0,FR,fr,tt0058182,1960
Mon chemin,1965,108,"Drama,War",7.5,761.0,FR,fr,tt0058787,1960
Yolanta,1963,82,"Fantasy,Musical",7.6,34.0,US,en,tt0058762,1960
The Battle of Rorke's Drift,1964,138,"Drama,History,War",7.7,41586.0,GB,en,tt0058777,1960
Age of Illusions,1965,95,Drama,7.2,394.0,US,en,tt0058778,1960
Dick Tracy on Mars,1965,99,"Drama,Mystery,Sci-Fi",7.0,26912.0,US,en,tt0058898,1960
Andy,1965,86,Drama,8.1,54.0,FR,fr,tt0058907,1960
The Three Sisters,1964,112,Drama,7.0,43.0,US,en,tt0058686,1960
The Lady's Vengence,1964,100,Drama,7.4,1901.0,US,en,tt0058724,1960
Une Femme Mariée,1964,95,"Drama,Romance",7.1,4220.0,GB,en,tt0058701,1960
Delay in Marienborn,1963,105,"Drama,Thriller",7.7,113.0,US,en,tt0058719,1960
David Lean's Film of Doctor Zhivago,1965,197,"Drama,Romance,War",7.9,80453.0,GB,en,tt0059113,1960
The Possessed,1965,85,"Crime,Drama,Mystery",7.0,1292.0,US,en,tt0059116,1960
Darling chérie,1965,128,"Drama,Romance",7.0,7706.0,FR,fr,tt0059084,1960
The Deceased,1965,90,Drama,7.6,458.0,US,en,tt0059163,1960
Finnegans Wake,1966,92,Drama,7.3,107.0,US,en,tt0059179,1960
Campus A-Go-Go,1965,94,"Drama,Music",7.1,24.0,US,en,tt0059151,1960
Happiness,1965,80,"Drama,Romance",7.6,8792.0,CA,en,tt0058985,1960
Bunny Lake a disparu,1965,107,"Drama,Mystery,Thriller",7.3,9885.0,FR,fr,tt0058997,1960
Aux postes de combat,1965,102,"Drama,Thriller",7.3,5784.0,FR,fr,tt0058962,1960
L'homme n'est pas un oiseau,1965,81,"Comedy,Drama,Romance",7.2,1295.0,CA,en,tt0059063,1960
Don't Cal Me a Crime Man,1965,107,\N,7.2,28.0,US,en,tt0059066,1960
L'obsédé,1965,119,"Drama,Thriller",7.5,11592.0,FR,fr,tt0059043,1960
Trois Samouraïs hors-la-loi,1964,94,"Action,Drama",7.6,3853.0,FR,fr,tt0058652,1960
Le Kid de Cincinnati,1965,102,Drama,7.2,17767.0,FR,fr,tt0059037,1960
Mariage à l'italienne,1964,102,"Comedy,Drama,Romance",7.4,10709.0,FR,fr,tt0058335,1960
Tourments,1964,98,"Drama,Romance",8.0,1971.0,FR,fr,tt0058349,1960
Pas de printemps pour Marnie,1964,130,"Crime,Drama,Mystery",7.1,52670.0,CA,en,tt0058329,1960
Le sport favori de l'homme,1964,120,"Comedy,Romance",7.1,5823.0,FR,fr,tt0058324,1960
The Iron Kiss,1964,90,"Crime,Drama",7.2,8479.0,US,en,tt0058390,1960
La barrière de chair,1964,90,Drama,7.2,3247.0,FR,fr,tt0058409,1960
Agatha Christie's Murder Most Foul,1964,90,"Comedy,Crime,Drama",7.1,6110.0,GB,en,tt0058383,1960
What Ever Happened to Cousin Charlotte?,1964,133,"Crime,Drama,Mystery",7.5,15540.0,US,en,tt0058213,1960
That Man from Rio,1964,112,"Action,Adventure,Comedy",7.0,5989.0,GB,en,tt0058203,1960
The Peach Thief,1964,84,"Drama,Romance,War",7.8,939.0,US,en,tt0058277,1960
Ghost Stories,1964,183,"Drama,Fantasy,Horror",7.9,19254.0,US,en,tt0058279,1960
"Lemonade Joe, or the Horse Opera",1964,95,"Adventure,Comedy,Musical",7.4,2981.0,US,en,tt0058275,1960
They All Died Laughing,1964,94,Comedy,7.1,100.0,US,en,tt0058248,1960
The Diary of a Chambermaid,1964,97,"Crime,Drama",7.4,9611.0,GB,en,tt0058249,1960
Johnny North,1964,93,"Crime,Drama,Mystery",7.0,8992.0,US,en,tt0058262,1960
Hamp,1964,88,"Drama,War",7.5,2354.0,GB,en,tt0058263,1960
Séance on a Wet Afternoon,1964,121,"Crime,Drama",7.6,7191.0,GB,en,tt0058557,1960
Assasinat dans la Haute Couture,1964,88,"Crime,Horror,Mystery",7.1,12482.0,FR,fr,tt0058567,1960
Sept jours en mai,1964,118,"Drama,Thriller",7.8,16851.0,FR,fr,tt0058576,1960
Quand l'inspecteur s'emmêle,1964,102,"Comedy,Mystery",7.4,29936.0,CA,en,tt0058586,1960
Sallah,1964,110,"Comedy,Drama",7.2,1144.0,US,en,tt0058541,1960
La Femme des sables,1964,147,"Drama,Thriller",8.5,21777.0,FR,fr,tt0058625,1960
In the Shadow of the Past,1965,97,"Drama,Romance",7.8,8097.0,US,en,tt0058642,1960
The Soft Skin,1964,113,"Drama,Romance",7.5,8210.0,US,en,tt0058458,1960
For a Fistful of Dollars,1964,99,"Action,Drama,Western",7.9,227151.0,US,en,tt0058461,1960
The Eavesdropper,1966,90,Drama,7.1,40.0,US,en,tt0058426,1960
La femme diabolique,1964,103,"Drama,Horror,Thriller",7.9,20596.0,CA,en,tt0058430,1960
Operation Delilah,1967,87,Comedy,7.4,9.0,US,en,tt0058433,1960
Le mangeur de citrouilles,1964,118,Drama,7.2,2747.0,FR,fr,tt0058500,1960
The Joy of Living,1969,66,Comedy,8.0,10.0,US,en,tt1941577,1960
Ran Mutu Duwa,1962,114,Adventure,7.9,19.0,US,en,tt1023473,1960
Space Cruiser: Guardian of the Galaxy,1977,135,"Action,Adventure,Animation",7.2,408.0,GB,en,tt0204704,1970
